path,filename,source_split,disk_class,label,phash,dup_group,split
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (129).jpg,gg (129).jpg,Training,glioma_tumor,glioma,10694142996588618130,25,val
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (13).jpg,gg (13).jpg,Training,glioma_tumor,glioma,9744798865634309318,21,test
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (130).jpg,gg (130).jpg,Training,glioma_tumor,glioma,10405631179886715062,26,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (131).jpg,gg (131).jpg,Training,glioma_tumor,glioma,10389305614053435574,26,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (132).jpg,gg (132).jpg,Training,glioma_tumor,glioma,10407025068506101926,27,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (133).jpg,gg (133).jpg,Training,glioma_tumor,glioma,15017581970913770594,28,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (134).jpg,gg (134).jpg,Training,glioma_tumor,glioma,15144808659309048931,1004,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (135).jpg,gg (135).jpg,Training,glioma_tumor,glioma,13991610060923548835,29,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (136).jpg,gg (136).jpg,Training,glioma_tumor,glioma,13991610009379812547,30,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (137).jpg,gg (137).jpg,Training,glioma_tumor,glioma,13996113631284126854,31,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (138).jpg,gg (138).jpg,Training,glioma_tumor,glioma,13996113644101968998,32,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (139).jpg,gg (139).jpg,Training,glioma_tumor,glioma,13995268102564226150,32,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (14).jpg,gg (14).jpg,Training,glioma_tumor,glioma,10819470125831628571,33,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (140).jpg,gg (140).jpg,Training,glioma_tumor,glioma,14283511882506985505,34,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (141).jpg,gg (141).jpg,Training,glioma_tumor,glioma,14081397194722194227,35,test
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (142).jpg,gg (142).jpg,Training,glioma_tumor,glioma,10719177472745283080,36,val
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (143).jpg,gg (143).jpg,Training,glioma_tumor,glioma,10743933199546081609,37,val
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (144).jpg,gg (144).jpg,Training,glioma_tumor,glioma,10752940433160020249,37,val
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (145).jpg,gg (145).jpg,Training,glioma_tumor,glioma,10766486347695270208,38,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (146).jpg,gg (146).jpg,Training,glioma_tumor,glioma,10770462281321096582,39,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (147).jpg,gg (147).jpg,Training,glioma_tumor,glioma,9599457207747945863,40,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (148).jpg,gg (148).jpg,Training,glioma_tumor,glioma,9617471606257426853,40,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (149).jpg,gg (149).jpg,Training,glioma_tumor,glioma,10482725615946523013,40,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (15).jpg,gg (15).jpg,Training,glioma_tumor,glioma,10676973487547950874,41,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (150).jpg,gg (150).jpg,Training,glioma_tumor,glioma,10752924077906813317,42,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (151).jpg,gg (151).jpg,Training,glioma_tumor,glioma,10743916604877252837,43,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (152).jpg,gg (152).jpg,Training,glioma_tumor,glioma,10482725683894231233,44,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (153).jpg,gg (153).jpg,Training,glioma_tumor,glioma,10478222016633660289,45,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (154).jpg,gg (154).jpg,Training,glioma_tumor,glioma,10752377544421499549,46,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (155).jpg,gg (155).jpg,Training,glioma_tumor,glioma,15221721301631837339,47,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (156).jpg,gg (156).jpg,Training,glioma_tumor,glioma,10465937154671453383,48,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (157).jpg,gg (157).jpg,Training,glioma_tumor,glioma,10394161018331735239,49,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (158).jpg,gg (158).jpg,Training,glioma_tumor,glioma,10469213524310106465,50,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (159).jpg,gg (159).jpg,Training,glioma_tumor,glioma,9320796645031944505,51,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (16).jpg,gg (16).jpg,Training,glioma_tumor,glioma,14033567828215083640,585,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (160).jpg,gg (160).jpg,Training,glioma_tumor,glioma,9320795549815286072,51,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (161).jpg,gg (161).jpg,Training,glioma_tumor,glioma,9320779052847479096,51,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (162).jpg,gg (162).jpg,Training,glioma_tumor,glioma,10463122396231066727,52,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (163).jpg,gg (163).jpg,Training,glioma_tumor,glioma,9320796507588802921,51,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (164).jpg,gg (164).jpg,Training,glioma_tumor,glioma,15279370822481371424,53,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (165).jpg,gg (165).jpg,Training,glioma_tumor,glioma,15279335745483596076,54,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (166).jpg,gg (166).jpg,Training,glioma_tumor,glioma,15279375400642158944,55,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (167).jpg,gg (167).jpg,Training,glioma_tumor,glioma,15279322632679860576,56,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (168).jpg,gg (168).jpg,Training,glioma_tumor,glioma,15279370861144465768,57,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (169).jpg,gg (169).jpg,Training,glioma_tumor,glioma,10791238613628510265,58,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (17).jpg,gg (17).jpg,Training,glioma_tumor,glioma,14000353780962964072,585,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (170).jpg,gg (170).jpg,Training,glioma_tumor,glioma,10797993978706681897,58,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (171).jpg,gg (171).jpg,Training,glioma_tumor,glioma,10793490379082326077,58,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (172).jpg,gg (172).jpg,Training,glioma_tumor,glioma,10719180761893384233,59,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (173).jpg,gg (173).jpg,Training,glioma_tumor,glioma,10719479829857053793,60,test
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (174).jpg,gg (174).jpg,Training,glioma_tumor,glioma,10433203267618487393,61,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (175).jpg,gg (175).jpg,Training,glioma_tumor,glioma,10397192062785563745,61,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (176).jpg,gg (176).jpg,Training,glioma_tumor,glioma,10507529428993206569,62,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (177).jpg,gg (177).jpg,Training,glioma_tumor,glioma,10719177464159500329,63,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (178).jpg,gg (178).jpg,Training,glioma_tumor,glioma,10503021174713837665,64,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (179).jpg,gg (179).jpg,Training,glioma_tumor,glioma,10504147078913484897,64,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (18).jpg,gg (18).jpg,Training,glioma_tumor,glioma,14000353772373160776,585,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (180).jpg,gg (180).jpg,Training,glioma_tumor,glioma,10766204972581332418,65,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (181).jpg,gg (181).jpg,Training,glioma_tumor,glioma,10766486442979911142,66,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (182).jpg,gg (182).jpg,Training,glioma_tumor,glioma,10766486455057473957,67,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (183).jpg,gg (183).jpg,Training,glioma_tumor,glioma,10463122181567102051,68,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (184).jpg,gg (184).jpg,Training,glioma_tumor,glioma,10463122396231066727,52,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (185).jpg,gg (185).jpg,Training,glioma_tumor,glioma,14066495770526835751,69,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (186).jpg,gg (186).jpg,Training,glioma_tumor,glioma,10766550214545321255,70,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (187).jpg,gg (187).jpg,Training,glioma_tumor,glioma,10767680546866735143,71,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (188).jpg,gg (188).jpg,Training,glioma_tumor,glioma,9595620908632926499,1444,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (189).jpg,gg (189).jpg,Training,glioma_tumor,glioma,9592243276834955553,1444,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (19).jpg,gg (19).jpg,Training,glioma_tumor,glioma,14000353772373226056,585,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (190).jpg,gg (190).jpg,Training,glioma_tumor,glioma,9587739711298890017,1444,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (191).jpg,gg (191).jpg,Training,glioma_tumor,glioma,9591117411287851297,1444,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (192).jpg,gg (192).jpg,Training,glioma_tumor,glioma,9591082196850991401,1444,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (193).jpg,gg (193).jpg,Training,glioma_tumor,glioma,9604628004011532601,1444,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (194).jpg,gg (194).jpg,Training,glioma_tumor,glioma,10765989468046451943,103,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (195).jpg,gg (195).jpg,Training,glioma_tumor,glioma,10749100986590258630,72,val
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (196).jpg,gg (196).jpg,Training,glioma_tumor,glioma,10895465783933215950,73,test
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (197).jpg,gg (197).jpg,Training,glioma_tumor,glioma,10757544879440607337,74,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (198).jpg,gg (198).jpg,Training,glioma_tumor,glioma,10894339729476199900,75,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (199).jpg,gg (199).jpg,Training,glioma_tumor,glioma,10896593728311567724,76,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (2).jpg,gg (2).jpg,Training,glioma_tumor,glioma,10404505129648204132,23,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (20).jpg,gg (20).jpg,Training,glioma_tumor,glioma,14000351711594230344,585,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (200).jpg,gg (200).jpg,Training,glioma_tumor,glioma,10896593865809241444,76,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (201).jpg,gg (201).jpg,Training,glioma_tumor,glioma,10914608126879737188,76,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (202).jpg,gg (202).jpg,Training,glioma_tumor,glioma,10914605945044738916,76,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (203).jpg,gg (203).jpg,Training,glioma_tumor,glioma,10770420366726883685,77,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (204).jpg,gg (204).jpg,Training,glioma_tumor,glioma,10465866769848345891,78,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (205).jpg,gg (205).jpg,Training,glioma_tumor,glioma,10465831585736369505,79,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (206).jpg,gg (206).jpg,Training,glioma_tumor,glioma,9313015651134343066,80,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (207).jpg,gg (207).jpg,Training,glioma_tumor,glioma,10465936880729106334,80,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (208).jpg,gg (208).jpg,Training,glioma_tumor,glioma,10389657200678463378,81,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (209).jpg,gg (209).jpg,Training,glioma_tumor,glioma,10388531249366263702,82,test
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (21).jpg,gg (21).jpg,Training,glioma_tumor,glioma,14009358772604678729,585,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (210).jpg,gg (210).jpg,Training,glioma_tumor,glioma,10461433302767175366,83,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (211).jpg,gg (211).jpg,Training,glioma_tumor,glioma,10461437700813685398,83,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (212).jpg,gg (212).jpg,Training,glioma_tumor,glioma,10766767925745967141,84,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (213).jpg,gg (213).jpg,Training,glioma_tumor,glioma,10757760726495158309,84,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (214).jpg,gg (214).jpg,Training,glioma_tumor,glioma,10766486485132665121,84,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (215).jpg,gg (215).jpg,Training,glioma_tumor,glioma,10765923535187632421,84,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (216).jpg,gg (216).jpg,Training,glioma_tumor,glioma,10766767951116777573,908,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (217).jpg,gg (217).jpg,Training,glioma_tumor,glioma,10694705960106080357,908,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (218).jpg,gg (218).jpg,Training,glioma_tumor,glioma,10694705960114544742,85,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (219).jpg,gg (219).jpg,Training,glioma_tumor,glioma,10839384106731660326,86,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (22).jpg,gg (22).jpg,Training,glioma_tumor,glioma,13996114451489829518,792,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (220).jpg,gg (220).jpg,Training,glioma_tumor,glioma,9591011553221699625,139,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (221).jpg,gg (221).jpg,Training,glioma_tumor,glioma,10455702690275010857,87,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (222).jpg,gg (222).jpg,Training,glioma_tumor,glioma,10770954548225914921,88,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (223).jpg,gg (223).jpg,Training,glioma_tumor,glioma,10685663232052967461,89,test
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (224).jpg,gg (224).jpg,Training,glioma_tumor,glioma,10751915586046403917,90,val
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (225).jpg,gg (225).jpg,Training,glioma_tumor,glioma,10747341763722109287,91,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (226).jpg,gg (226).jpg,Training,glioma_tumor,glioma,10749562764602140769,92,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (227).jpg,gg (227).jpg,Training,glioma_tumor,glioma,10743968320592029793,93,test
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (228).jpg,gg (228).jpg,Training,glioma_tumor,glioma,9606773972607199329,94,cal
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (229).jpg,gg (229).jpg,Training,glioma_tumor,glioma,10755192977089902690,95,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (23).jpg,gg (23).jpg,Training,glioma_tumor,glioma,13991907445124051854,792,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (230).jpg,gg (230).jpg,Training,glioma_tumor,glioma,10723684911275718680,96,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (231).jpg,gg (231).jpg,Training,glioma_tumor,glioma,10795760071709962776,97,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (232).jpg,gg (232).jpg,Training,glioma_tumor,glioma,10719198878044666392,97,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (233).jpg,gg (233).jpg,Training,glioma_tumor,glioma,9514733118733035616,98,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (234).jpg,gg (234).jpg,Training,glioma_tumor,glioma,9243391173529701472,99,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (235).jpg,gg (235).jpg,Training,glioma_tumor,glioma,9299404685305194593,100,train
/kaggle/input/datasets/sartajbhuvaji/brain-tumor-classification-mri/Training/glioma_tumor/gg (236).jpg,gg (236).jpg,Training,glioma_tumor,glioma,9303908379421321315,100,train
