kind,hamming,path_a,label_a,path_b,label_b
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01247_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01268_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01247_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01386_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01247_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00262_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01247_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00275_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01249_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00264_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01250_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00265_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01251_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01652_me_co_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01252_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00266_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01253_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00323_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01254_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01279_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01254_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01293_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01254_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00272_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01254_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00287_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01254_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00304_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01255_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00284_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01256_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01313_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01256_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01402_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01256_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00257_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01256_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00267_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01256_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00316_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01257_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00288_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01258_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00294_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01259_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00301_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01260_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00312_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01261_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00255_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01262_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00263_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01263_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00269_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01264_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00270_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01265_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01302_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01265_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00271_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01265_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00313_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01266_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00273_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01267_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00274_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01268_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01386_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01268_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00262_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01268_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00275_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01269_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01291_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01269_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00276_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01269_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00302_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01271_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00278_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01272_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00279_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01273_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00280_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01274_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00282_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01275_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00283_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01276_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01277_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01278_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00286_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01279_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01293_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01279_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00272_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01279_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00287_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01279_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00304_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01281_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00289_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01282_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00290_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01283_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00291_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01284_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00292_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01285_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00293_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01286_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00295_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01287_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00298_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01288_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00299_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01289_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00300_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01291_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00276_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01291_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00302_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01292_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00303_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01293_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00272_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01293_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00287_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01293_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00304_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01294_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00305_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01295_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00306_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01296_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00307_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01297_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00308_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01298_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00309_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01299_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00310_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01300_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00311_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01302_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00271_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01302_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00313_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01303_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00314_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01304_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00315_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01304_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00352_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01313_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01402_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01313_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00257_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01313_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00267_me_ax_t1.jpg,meningioma
exact,0,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/train/meningioma/brisc2025_train_01313_me_ax_t1.jpg,meningioma,/kaggle/input/datasets/briscdataset/brisc2025/brisc2025/classification_task/test/meningioma/brisc2025_test_00316_me_ax_t1.jpg,meningioma
