path,filename,source_split,disk_class,label,phash,dup_group,split
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1017.jpg,Tr-gl_1017.jpg,Training,glioma,glioma,10865894748588839717,19,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1018.jpg,Tr-gl_1018.jpg,Training,glioma,glioma,13986050882881484836,20,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1019.jpg,Tr-gl_1019.jpg,Training,glioma,glioma,10633629609648531052,21,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_102.jpg,Tr-gl_102.jpg,Training,glioma,glioma,14294757506891002259,22,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1020.jpg,Tr-gl_1020.jpg,Training,glioma,glioma,13875426643721987436,23,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1021.jpg,Tr-gl_1021.jpg,Training,glioma,glioma,10910038444879196263,24,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1022.jpg,Tr-gl_1022.jpg,Training,glioma,glioma,10756964521968285729,1032,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1023.jpg,Tr-gl_1023.jpg,Training,glioma,glioma,13839010835817917484,25,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1024.jpg,Tr-gl_1024.jpg,Training,glioma,glioma,10901928974602035878,26,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1025.jpg,Tr-gl_1025.jpg,Training,glioma,glioma,14008778368910767049,3358,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1026.jpg,Tr-gl_1026.jpg,Training,glioma,glioma,14008780005104038294,1450,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1027.jpg,Tr-gl_1027.jpg,Training,glioma,glioma,10896574614634657484,938,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1028.jpg,Tr-gl_1028.jpg,Training,glioma,glioma,10816636339656353382,3205,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1029.jpg,Tr-gl_1029.jpg,Training,glioma,glioma,14153458138033009291,1450,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_103.jpg,Tr-gl_103.jpg,Training,glioma,glioma,10865615374658987369,27,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1030.jpg,Tr-gl_1030.jpg,Training,glioma,glioma,10606098267254121957,28,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1031.jpg,Tr-gl_1031.jpg,Training,glioma,glioma,15219684920441516297,29,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1032.jpg,Tr-gl_1032.jpg,Training,glioma,glioma,10910667640274232709,30,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1033.jpg,Tr-gl_1033.jpg,Training,glioma,glioma,10694142996588618130,31,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1034.jpg,Tr-gl_1034.jpg,Training,glioma,glioma,10889256127792362092,32,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1035.jpg,Tr-gl_1035.jpg,Training,glioma,glioma,13856004908909870124,33,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1036.jpg,Tr-gl_1036.jpg,Training,glioma,glioma,13996179614014125094,34,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1037.jpg,Tr-gl_1037.jpg,Training,glioma,glioma,10631990597659077677,35,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1038.jpg,Tr-gl_1038.jpg,Training,glioma,glioma,9601246013195494626,36,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1039.jpg,Tr-gl_1039.jpg,Training,glioma,glioma,10824517020595729998,938,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_104.jpg,Tr-gl_104.jpg,Training,glioma,glioma,13951359826388525385,37,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1040.jpg,Tr-gl_1040.jpg,Training,glioma,glioma,14034181390064955953,3153,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1041.jpg,Tr-gl_1041.jpg,Training,glioma,glioma,13992452802086122127,3358,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1042.jpg,Tr-gl_1042.jpg,Training,glioma,glioma,14008779948537688625,38,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1043.jpg,Tr-gl_1043.jpg,Training,glioma,glioma,13877396164603357492,314,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1044.jpg,Tr-gl_1044.jpg,Training,glioma,glioma,13856005466222246196,39,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1045.jpg,Tr-gl_1045.jpg,Training,glioma,glioma,15171852437405312816,40,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1046.jpg,Tr-gl_1046.jpg,Training,glioma,glioma,10921364106009731885,911,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1047.jpg,Tr-gl_1047.jpg,Training,glioma,glioma,15212150509251092781,41,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1048.jpg,Tr-gl_1048.jpg,Training,glioma,glioma,15208143368230220574,42,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1049.jpg,Tr-gl_1049.jpg,Training,glioma,glioma,10898269938066207027,43,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_105.jpg,Tr-gl_105.jpg,Training,glioma,glioma,15221161444977645255,44,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1050.jpg,Tr-gl_1050.jpg,Training,glioma,glioma,15170144835735138445,45,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1051.jpg,Tr-gl_1051.jpg,Training,glioma,glioma,13864664833402692230,46,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1052.jpg,Tr-gl_1052.jpg,Training,glioma,glioma,13877413765370759944,47,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1053.jpg,Tr-gl_1053.jpg,Training,glioma,glioma,13941467700487862580,48,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1054.jpg,Tr-gl_1054.jpg,Training,glioma,glioma,9671035349354357662,49,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1055.jpg,Tr-gl_1055.jpg,Training,glioma,glioma,10407652026015489754,50,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1056.jpg,Tr-gl_1056.jpg,Training,glioma,glioma,13996179639828096300,51,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1057.jpg,Tr-gl_1057.jpg,Training,glioma,glioma,9676053134012920888,52,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1058.jpg,Tr-gl_1058.jpg,Training,glioma,glioma,11124238737420281754,53,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1059.jpg,Tr-gl_1059.jpg,Training,glioma,glioma,14154899405631612988,54,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_106.jpg,Tr-gl_106.jpg,Training,glioma,glioma,14106169710528456240,55,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1060.jpg,Tr-gl_1060.jpg,Training,glioma,glioma,14059227651903417377,56,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1061.jpg,Tr-gl_1061.jpg,Training,glioma,glioma,13938125422385770672,1689,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1062.jpg,Tr-gl_1062.jpg,Training,glioma,glioma,10406182341024178915,215,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1063.jpg,Tr-gl_1063.jpg,Training,glioma,glioma,10829801532567072820,57,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1064.jpg,Tr-gl_1064.jpg,Training,glioma,glioma,14068237439961409852,58,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1065.jpg,Tr-gl_1065.jpg,Training,glioma,glioma,14283511882506985505,59,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1066.jpg,Tr-gl_1066.jpg,Training,glioma,glioma,10937955538097943145,370,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1067.jpg,Tr-gl_1067.jpg,Training,glioma,glioma,9611277709628829748,60,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1068.jpg,Tr-gl_1068.jpg,Training,glioma,glioma,14059230232979923233,61,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1069.jpg,Tr-gl_1069.jpg,Training,glioma,glioma,10469232670510428851,215,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_107.jpg,Tr-gl_107.jpg,Training,glioma,glioma,10766486172661280807,62,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1070.jpg,Tr-gl_1070.jpg,Training,glioma,glioma,13991608514585506614,63,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1071.jpg,Tr-gl_1071.jpg,Training,glioma,glioma,10850977764527138093,64,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1072.jpg,Tr-gl_1072.jpg,Training,glioma,glioma,13851710387426441266,1689,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1073.jpg,Tr-gl_1073.jpg,Training,glioma,glioma,13864946222637527090,1689,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1074.jpg,Tr-gl_1074.jpg,Training,glioma,glioma,10910386161149356421,3178,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1075.jpg,Tr-gl_1075.jpg,Training,glioma,glioma,10931426303963378025,65,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1076.jpg,Tr-gl_1076.jpg,Training,glioma,glioma,14033548071367357283,3153,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1077.jpg,Tr-gl_1077.jpg,Training,glioma,glioma,15153255486777340777,3358,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1078.jpg,Tr-gl_1078.jpg,Training,glioma,glioma,10743933199546081609,66,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1079.jpg,Tr-gl_1079.jpg,Training,glioma,glioma,10910020889380047513,67,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_108.jpg,Tr-gl_108.jpg,Training,glioma,glioma,10852102556129768044,68,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1080.jpg,Tr-gl_1080.jpg,Training,glioma,glioma,13864941876902441008,1689,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1081.jpg,Tr-gl_1081.jpg,Training,glioma,glioma,10380634122323240240,69,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1082.jpg,Tr-gl_1082.jpg,Training,glioma,glioma,14108983365058212707,3153,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1083.jpg,Tr-gl_1083.jpg,Training,glioma,glioma,14202786030833381427,70,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1084.jpg,Tr-gl_1084.jpg,Training,glioma,glioma,14109281272583710521,71,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1085.jpg,Tr-gl_1085.jpg,Training,glioma,glioma,14106238984102883896,3153,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1086.jpg,Tr-gl_1086.jpg,Training,glioma,glioma,10838257926698052662,72,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1087.jpg,Tr-gl_1087.jpg,Training,glioma,glioma,10686825690672751652,73,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1088.jpg,Tr-gl_1088.jpg,Training,glioma,glioma,10752377544421499549,74,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1089.jpg,Tr-gl_1089.jpg,Training,glioma,glioma,13996675132618666638,3358,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_109.jpg,Tr-gl_109.jpg,Training,glioma,glioma,15261340811614335846,75,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1090.jpg,Tr-gl_1090.jpg,Training,glioma,glioma,14297010346214580276,76,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1091.jpg,Tr-gl_1091.jpg,Training,glioma,glioma,10537695443038725779,77,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1092.jpg,Tr-gl_1092.jpg,Training,glioma,glioma,10824517029216024730,78,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1093.jpg,Tr-gl_1093.jpg,Training,glioma,glioma,10420256244335993189,79,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1094.jpg,Tr-gl_1094.jpg,Training,glioma,glioma,15462662133763892028,80,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1095.jpg,Tr-gl_1095.jpg,Training,glioma,glioma,13865227779223875722,81,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1096.jpg,Tr-gl_1096.jpg,Training,glioma,glioma,14107927825306104627,3153,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1097.jpg,Tr-gl_1097.jpg,Training,glioma,glioma,10864488375261865321,82,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1098.jpg,Tr-gl_1098.jpg,Training,glioma,glioma,9782778935339676728,718,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1099.jpg,Tr-gl_1099.jpg,Training,glioma,glioma,10911777236605871130,83,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_11.jpg,Tr-gl_11.jpg,Training,glioma,glioma,13852627358552765078,1623,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_110.jpg,Tr-gl_110.jpg,Training,glioma,glioma,10893480036248528168,84,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1100.jpg,Tr-gl_1100.jpg,Training,glioma,glioma,10837130111157036722,85,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1101.jpg,Tr-gl_1101.jpg,Training,glioma,glioma,14006809576448878106,86,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1102.jpg,Tr-gl_1102.jpg,Training,glioma,glioma,14643006727703048295,87,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1103.jpg,Tr-gl_1103.jpg,Training,glioma,glioma,10621806470893889934,88,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1104.jpg,Tr-gl_1104.jpg,Training,glioma,glioma,13848404185868169392,89,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1105.jpg,Tr-gl_1105.jpg,Training,glioma,glioma,13911173170100448572,90,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1106.jpg,Tr-gl_1106.jpg,Training,glioma,glioma,9329821462172881603,91,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1107.jpg,Tr-gl_1107.jpg,Training,glioma,glioma,13949736857857762632,92,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1108.jpg,Tr-gl_1108.jpg,Training,glioma,glioma,10774714887358145833,1924,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1109.jpg,Tr-gl_1109.jpg,Training,glioma,glioma,13987963152395477860,93,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_111.jpg,Tr-gl_111.jpg,Training,glioma,glioma,10836006165547479091,94,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1110.jpg,Tr-gl_1110.jpg,Training,glioma,glioma,10901940043393410842,95,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1111.jpg,Tr-gl_1111.jpg,Training,glioma,glioma,13841368192211839024,314,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1112.jpg,Tr-gl_1112.jpg,Training,glioma,glioma,13991906894529323931,96,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1113.jpg,Tr-gl_1113.jpg,Training,glioma,glioma,10901922312706483771,97,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1114.jpg,Tr-gl_1114.jpg,Training,glioma,glioma,13868886743426479152,98,test
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1115.jpg,Tr-gl_1115.jpg,Training,glioma,glioma,9788987319893386849,99,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1116.jpg,Tr-gl_1116.jpg,Training,glioma,glioma,14297026873188037510,100,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1117.jpg,Tr-gl_1117.jpg,Training,glioma,glioma,9303973168740314472,101,cal
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1118.jpg,Tr-gl_1118.jpg,Training,glioma,glioma,13842494108996544820,102,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1119.jpg,Tr-gl_1119.jpg,Training,glioma,glioma,10561554419150303943,103,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_112.jpg,Tr-gl_112.jpg,Training,glioma,glioma,10793557229995832633,104,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1120.jpg,Tr-gl_1120.jpg,Training,glioma,glioma,10395273570516611099,105,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1121.jpg,Tr-gl_1121.jpg,Training,glioma,glioma,9538973880711263118,106,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1122.jpg,Tr-gl_1122.jpg,Training,glioma,glioma,9553377567993065575,107,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1123.jpg,Tr-gl_1123.jpg,Training,glioma,glioma,14068804470197793892,108,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1124.jpg,Tr-gl_1124.jpg,Training,glioma,glioma,10479430125465382960,905,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1125.jpg,Tr-gl_1125.jpg,Training,glioma,glioma,11185090748042896972,109,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1126.jpg,Tr-gl_1126.jpg,Training,glioma,glioma,14281877472156853391,110,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1127.jpg,Tr-gl_1127.jpg,Training,glioma,glioma,15298176174412021024,111,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1128.jpg,Tr-gl_1128.jpg,Training,glioma,glioma,10482725683894231233,112,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1129.jpg,Tr-gl_1129.jpg,Training,glioma,glioma,10897137428146874140,938,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_113.jpg,Tr-gl_113.jpg,Training,glioma,glioma,10765923530737738423,113,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1130.jpg,Tr-gl_1130.jpg,Training,glioma,glioma,10865266833088916824,114,val
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1131.jpg,Tr-gl_1131.jpg,Training,glioma,glioma,13855934540197215276,33,train
/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Training/glioma/Tr-gl_1132.jpg,Tr-gl_1132.jpg,Training,glioma,glioma,10706252146842022249,115,train
